"date","time","group","subject","build","Amaura_Liking_response","Amaura_Liking_latency","Amaura_familiar_response","Amaura_familiar_latency","Axew_Liking_response","Axew_Liking_latency","Axew_familiar_response","Axew_familiar_latency","Beheeyem_Liking_response","Beheeyem_Liking_latency","Beheeyem_familiar_response","Beheeyem_familiar_latency","Bergmite_Liking_response","Bergmite_Liking_latency","Bergmite_familiar_response","Bergmite_familiar_latency","Carbink_Liking_response","Carbink_Liking_latency","Carbink_familiar_response","Carbink_familiar_latency","Chespin_Liking_response","Chespin_Liking_latency","Chespin_familiar_response","Chespin_familiar_latency","Cosmog_Liking_response","Cosmog_Liking_latency","Cosmog_familiar_response","Cosmog_familiar_latency","Cottonee_Liking_response","Cottonee_Liking_latency","Cottonee_familiar_response","Cottonee_familiar_latency","Cranidos_Liking_response","Cranidos_Liking_latency","Cranidos_familiar_response","Cranidos_familiar_latency","Deino_Liking_response","Deino_Liking_latency","Deino_familiar_response","Deino_familiar_latency","Drampa_Liking_response","Drampa_Liking_latency","Drampa_familiar_response","Drampa_familiar_latency","Drilbur_Liking_response","Drilbur_Liking_latency","Drilbur_familiar_response","Drilbur_familiar_latency","Duosion_Liking_response","Duosion_Liking_latency","Duosion_familiar_response","Duosion_familiar_latency","Eelektrik_Liking_response","Eelektrik_Liking_latency","Eelektrik_familiar_response","Eelektrik_familiar_latency","Espurr_Liking_response","Espurr_Liking_latency","Espurr_familiar_response","Espurr_familiar_latency","Fomantis_Liking_response","Fomantis_Liking_latency","Fomantis_familiar_response","Fomantis_familiar_latency","Foongus_Liking_response","Foongus_Liking_latency","Foongus_familiar_response","Foongus_familiar_latency","Frillish_Liking_response","Frillish_Liking_latency","Frillish_familiar_response","Frillish_familiar_latency","Froakie_Liking_response","Froakie_Liking_latency","Froakie_familiar_response","Froakie_familiar_latency","Gastrodon_Liking_response","Gastrodon_Liking_latency","Gastrodon_familiar_response","Gastrodon_familiar_latency","Golett_Liking_response","Golett_Liking_latency","Golett_familiar_response","Golett_familiar_latency","Goodra_Liking_response","Goodra_Liking_latency","Goodra_familiar_response","Goodra_familiar_latency","Goomy_Liking_response","Goomy_Liking_latency","Goomy_familiar_response","Goomy_familiar_latency","Gourgeist_Liking_response","Gourgeist_Liking_latency","Gourgeist_familiar_response","Gourgeist_familiar_latency","Grubbin_Liking_response","Grubbin_Liking_latency","Grubbin_familiar_response","Grubbin_familiar_latency","Inkay_Liking_response","Inkay_Liking_latency","Inkay_familiar_response","Inkay_familiar_latency","Jangmo_Liking_response","Jangmo_Liking_latency","Jangmo_familiar_response","Jangmo_familiar_latency","Kricketot_Liking_response","Kricketot_Liking_latency","Kricketot_familiar_response","Kricketot_familiar_latency","Larvesta_Liking_response","Larvesta_Liking_latency","Larvesta_familiar_response","Larvesta_familiar_latency","Lillipup_Liking_response","Lillipup_Liking_latency","Lillipup_familiar_response","Lillipup_familiar_latency","Magearna_Liking_response","Magearna_Liking_latency","Magearna_familiar_response","Magearna_familiar_latency","Manaphy_Liking_response","Manaphy_Liking_latency","Manaphy_familiar_response","Manaphy_familiar_latency","Meowstic_Liking_response","Meowstic_Liking_latency","Meowstic_familiar_response","Meowstic_familiar_latency","Mienshao_Liking_response","Mienshao_Liking_latency","Mienshao_familiar_response","Mienshao_familiar_latency","Minccino_Liking_response","Minccino_Liking_latency","Minccino_familiar_response","Minccino_familiar_latency","Oshawott_Liking_response","Oshawott_Liking_latency","Oshawott_familiar_response","Oshawott_familiar_latency","Palpitoad_Liking_response","Palpitoad_Liking_latency","Palpitoad_familiar_response","Palpitoad_familiar_latency","Petilil_Liking_response","Petilil_Liking_latency","Petilil_familiar_response","Petilil_familiar_latency","Phantump_Liking_response","Phantump_Liking_latency","Phantump_familiar_response","Phantump_familiar_latency","Poipole_Liking_response","Poipole_Liking_latency","Poipole_familiar_response","Poipole_familiar_latency","Ribombee_Liking_response","Ribombee_Liking_latency","Ribombee_familiar_response","Ribombee_familiar_latency","Rowlet_Liking_response","Rowlet_Liking_latency","Rowlet_familiar_response","Rowlet_familiar_latency","Scatterbug_Liking_response","Scatterbug_Liking_latency","Scatterbug_familiar_response","Scatterbug_familiar_latency","Scraggy_Liking_response","Scraggy_Liking_latency","Scraggy_familiar_response","Scraggy_familiar_latency","Shellos_Liking_response","Shellos_Liking_latency","Shellos_familiar_response","Shellos_familiar_latency","Shelmet_Liking_response","Shelmet_Liking_latency","Shelmet_familiar_response","Shelmet_familiar_latency","Sliggoojpg_Liking_response","Sliggoojpg_Liking_latency","Sliggoojpg_familiar_response","Sliggoojpg_familiar_latency","Snivy_Liking_response","Snivy_Liking_latency","Snivy_familiar_response","Snivy_familiar_latency","Spritzee_Liking_response","Spritzee_Liking_latency","Spritzee_familiar_response","Spritzee_familiar_latency","Stunfisk_Liking_response","Stunfisk_Liking_latency","Stunfisk_familiar_response","Stunfisk_familiar_latency","Swadloon_Liking_response","Swadloon_Liking_latency","Swadloon_familiar_response","Swadloon_familiar_latency","Togedemaru_Liking_response","Togedemaru_Liking_latency","Togedemaru_familiar_response","Togedemaru_familiar_latency","Tympole_Liking_response","Tympole_Liking_latency","Tympole_familiar_response","Tympole_familiar_latency","Uxie_Liking_response","Uxie_Liking_latency","Uxie_familiar_response","Uxie_familiar_latency","Venipede_Liking_response","Venipede_Liking_latency","Venipede_familiar_response","Venipede_familiar_latency","Victini_Liking_response","Victini_Liking_latency","Victini_familiar_response","Victini_familiar_latency","Virizion_Liking_response","Virizion_Liking_latency","Virizion_familiar_response","Virizion_familiar_latency","Wimpod_Liking_response","Wimpod_Liking_latency","Wimpod_familiar_response","Wimpod_familiar_latency","Yamask_Liking_response","Yamask_Liking_latency","Yamask_familiar_response","Yamask_familiar_latency","Zorua_Liking_response","Zorua_Liking_latency","Zorua_familiar_response","Zorua_familiar_latency",""
"120718","07:34:40","213","213","4.0.10.0","1     ","5357","0     ","5357","1     ","4161","0     ","4161","-2     ","15878","0     ","15878","3     ","6530","1     ","6530","2     ","4671","0     ","4671","0     ","4896","0     ","4896","2     ","6988","0     ","6988","-1     ","5391","0     ","5391","-2     ","4653","0     ","4653","-3     ","7209","0     ","7209","-3     ","7394","0     ","7394","-2     ","11113","0     ","11113","-4     ","7383","0     ","7383","-1     ","9975","1     ","9975","-3     ","4570","0     ","4570","2     ","8149","0     ","8149","-4     ","4587","0     ","4587","3     ","7877","2     ","7877","-4     ","11491","3     ","11491","1     ","8431","0     ","8431","2     ","9196","1     ","9196","-2     ","16525","0     ","16525","-4     ","6493","1     ","6493","-1     ","16487","0     ","16487","-2     ","3463","0     ","3463","-1     ","9906","0     ","9906","-1     ","7344","0     ","7344","-1     ","11074","0     ","11074","-4     ","6450","0     ","6450","3     ","17968","1     ","17968","3     ","12472","0     ","12472","3     ","6817","1     ","6817","3     ","5243","0     ","5243","-2     ","10083","0     ","10083","3     ","11636","5     ","11636","-1     ","7287","0     ","7287","-3     ","11193","0     ","11193","1     ","5548","0     ","5548","-1     ","6424","0     ","6424","4     ","8418","0     ","8418","2     ","8693","0     ","8693","-3     ","7462","0     ","7462","-2     ","6042","0     ","6042","-4     ","6124","0     ","6124","1     ","26999","3     ","26999","-2     ","12937","0     ","12937","1     ","4667","0     ","4667","1     ","7756","0     ","7756","2     ","8074","0     ","8074","-4     ","5076","0     ","5076","2     ","5754","0     ","5754","-3     ","15003","4     ","15003","-3     ","6791","0     ","6791","-2     ","7888","0     ","7888","1     ","5356","0     ","5356","-3     ","7394","1     ","7394","4     ","8051","1     ","8051","0     ","8327","0     ","8327","-4     ","5849","0     ","5849","1     ","7882","1     ","7882",""
"120718","13:38:23","230","230","4.0.10.0","2     ","4487","0     ","4487","1     ","4865","0     ","4865","0     ","15407","0     ","15407","0     ","4191","0     ","4191","0     ","5222","0     ","5222","1     ","9376","0     ","9376","0     ","3836","0     ","3836","-1     ","4526","0     ","4526","0     ","7712","0     ","7712","-2     ","7166","0     ","7166","0     ","4202","0     ","4202","2     ","5760","0     ","5760","-3     ","4098","0     ","4098","-2     ","4406","0     ","4406","1     ","3298","0     ","3298","2     ","3704","0     ","3704","-1     ","4198","0     ","4198","1     ","4177","0     ","4177","3     ","4176","0     ","4176","0     ","3314","0     ","3314","-1     ","3779","0     ","3779","2     ","3450","0     ","3450","1     ","4194","0     ","4194","1     ","6179","0     ","6179","1     ","3260","0     ","3260","0     ","3636","0     ","3636","0     ","4147","0     ","4147","0     ","6649","0     ","6649","-2     ","4273","0     ","4273","2     ","2751","0     ","2751","-2     ","3949","0     ","3949","4     ","3814","0     ","3814","3     ","3681","0     ","3681","1     ","4892","0     ","4892","3     ","5194","0     ","5194","-1     ","4472","0     ","4472","1     ","3427","0     ","3427","0     ","3770","0     ","3770","1     ","4573","0     ","4573","0     ","4732","0     ","4732","1     ","4798","0     ","4798","0     ","5776","0     ","5776","0     ","6016","0     ","6016","1     ","3251","0     ","3251","2     ","3611","0     ","3611","-2     ","5672","0     ","5672","2     ","6299","0     ","6299","0     ","10665","0     ","10665","0     ","2912","0     ","2912","-1     ","3972","0     ","3972","-1     ","4436","0     ","4436","-1     ","7898","0     ","7898","1     ","2823","0     ","2823","2     ","3815","0     ","3815","0     ","5165","0     ","5165","4     ","3567","0     ","3567","0     ","5819","0     ","5819","2     ","15582","0     ","15582","-3     ","4844","0     ","4844","0     ","5023","0     ","5023",""
"120718","14:37:57","226","226","4.0.10.0","4     ","3815","0     ","3815","1     ","4189","0     ","4189","-2     ","8534","0     ","8534","-2     ","5173","0     ","5173","1     ","5174","0     ","5174","2     ","3897","0     ","3897","1     ","4442","0     ","4442","1     ","5826","0     ","5826","0     ","5061","0     ","5061","2     ","5530","0     ","5530","0     ","5312","0     ","5312","4     ","7443","0     ","7443","2     ","4015","0     ","4015","-3     ","19406","0     ","19406","2     ","4690","0     ","4690","1     ","4716","0     ","4716","4     ","5084","0     ","5084","2     ","3871","0     ","3871","1     ","4254","0     ","4254","2     ","4873","0     ","4873","2     ","4932","0     ","4932","2     ","5845","0     ","5845","-2     ","5291","0     ","5291","2     ","4725","0     ","4725","0     ","4328","0     ","4328","2     ","4190","0     ","4190","2     ","5274","0     ","5274","3     ","4618","0     ","4618","-3     ","5002","0     ","5002","3     ","6094","0     ","6094","1     ","4684","0     ","4684","4     ","4688","0     ","4688","4     ","4876","0     ","4876","3     ","4376","0     ","4376","4     ","4886","0     ","4886","3     ","4587","0     ","4587","3     ","4484","0     ","4484","1     ","3969","0     ","3969","4     ","6263","0     ","6263","-3     ","6289","0     ","6289","1     ","5053","0     ","5053","3     ","4444","0     ","4444","-1     ","4763","0     ","4763","1     ","5083","0     ","5083","1     ","3578","0     ","3578","1     ","10782","0     ","10782","-1     ","4489","0     ","4489","4     ","5524","0     ","5524","0     ","5127","0     ","5127","0     ","17380","0     ","17380","1     ","4122","0     ","4122","4     ","4180","0     ","4180","2     ","7106","0     ","7106","3     ","5596","0     ","5596","-2     ","5184","0     ","5184","1     ","3324","0     ","3324","2     ","5440","0     ","5440","-3     ","3606","0     ","3606","1     ","6926","0     ","6926","3     ","4252","0     ","4252",""
"120718","08:35:39","218","218","4.0.10.0","4     ","6068","7     ","6068","4     ","5078","0     ","5078","2     ","8023","3     ","8023","2     ","6074","2     ","6074","4     ","4843","8     ","4843","2     ","5216","6     ","5216","4     ","8144","0     ","8144","2     ","4328","8     ","4328","4     ","4573","8     ","4573","3     ","7706","5     ","7706","0     ","9586","3     ","9586","0     ","5241","8     ","5241","3     ","8253","7     ","8253","3     ","7548","7     ","7548","4     ","5664","8     ","5664","4     ","5975","0     ","5975","3     ","7104","0     ","7104","4     ","4478","8     ","4478","0     ","7118","8     ","7118","2     ","9080","7     ","9080","4     ","5201","0     ","5201","3     ","9946","0     ","9946","1     ","6510","0     ","6510","0     ","14755","5     ","14755","4     ","5209","0     ","5209","3     ","4935","8     ","4935","3     ","6035","0     ","6035","-3     ","6049","8     ","6049","3     ","8388","0     ","8388","0     ","7489","7     ","7489","4     ","7904","6     ","7904","4     ","4623","8     ","4623","4     ","6585","8     ","6585","3     ","9195","4     ","9195","2     ","5857","6     ","5857","0     ","5427","8     ","5427","-2     ","7351","0     ","7351","3     ","8508","6     ","8508","3     ","6398","7     ","6398","4     ","5216","0     ","5216","3     ","11571","1     ","11571","1     ","4911","7     ","4911","2     ","6946","0     ","6946","0     ","5895","0     ","5895","3     ","6166","7     ","6166","1     ","5303","6     ","5303","0     ","7538","3     ","7538","2     ","5497","8     ","5497","4     ","5438","0     ","5438","2     ","6019","8     ","6019","2     ","7552","0     ","7552","0     ","7944","0     ","7944","3     ","8654","0     ","8654","4     ","5728","8     ","5728","-1     ","10567","0     ","10567","2     ","7482","7     ","7482","3     ","8388","0     ","8388","1     ","10628","0     ","10628","-4     ","10444","8     ","10444","3     ","5625","7     ","5625",""
"120718","13:39:30","234","234","4.0.10.0","3     ","3693","2     ","3693","-4     ","3265","1     ","3265","-4     ","6681","1     ","6681","-1     ","4211","2     ","4211","-2     ","3232","1     ","3232","4     ","6618","6     ","6618","-4     ","3906","0     ","3906","-3     ","4183","1     ","4183","-2     ","3838","1     ","3838","1     ","4335","1     ","4335","4     ","8138","4     ","8138","4     ","10367","2     ","10367","-2     ","2762","2     ","2762","-4     ","3617","0     ","3617","-3     ","3299","1     ","3299","-3     ","3616","2     ","3616","3     ","5504","2     ","5504","-3     ","3271","1     ","3271","1     ","4139","5     ","4139","0     ","11022","1     ","11022","-3     ","3065","1     ","3065","-3     ","2581","1     ","2581","-4     ","3344","0     ","3344","-3     ","4910","1     ","4910","-3     ","3301","1     ","3301","4     ","4795","0     ","4795","2     ","3902","6     ","3902","4     ","3122","0     ","3122","1     ","3527","3     ","3527","1     ","4834","1     ","4834","1     ","2978","5     ","2978","4     ","3215","0     ","3215","2     ","4177","2     ","4177","-4     ","2851","0     ","2851","4     ","3859","1     ","3859","-2     ","4042","2     ","4042","1     ","4368","1     ","4368","1     ","2484","3     ","2484","-4     ","4504","0     ","4504","-3     ","3026","1     ","3026","-3     ","2734","1     ","2734","4     ","7221","0     ","7221","-4     ","5675","0     ","5675","1     ","1998","3     ","1998","3     ","3224","2     ","3224","-2     ","3152","0     ","3152","-2     ","4152","1     ","4152","-1     ","3835","3     ","3835","-3     ","5347","1     ","5347","-2     ","3246","2     ","3246","-2     ","12365","2     ","12365","-2     ","4007","2     ","4007","3     ","4350","1     ","4350","-1     ","3278","2     ","3278","-2     ","3195","2     ","3195","4     ","3330","2     ","3330","1     ","3941","5     ","3941","-2     ","4913","2     ","4913","-3     ","9230","1     ","9230","-2     ","4725","0     ","4725",""
"120718","13:39:39","233","233","4.0.10.0","3     ","3389","6     ","3389","3     ","3463","5     ","3463","1     ","7540","4     ","7540","1     ","3490","4     ","3490","2     ","3237","6     ","3237","3     ","4347","7     ","4347","3     ","4127","5     ","4127","2     ","13208","6     ","13208","2     ","3917","5     ","3917","3     ","2959","7     ","2959","1     ","6921","2     ","6921","2     ","3493","5     ","3493","1     ","5527","3     ","5527","3     ","3475","5     ","3475","2     ","6679","5     ","6679","0     ","4049","4     ","4049","2     ","3585","5     ","3585","2     ","4206","4     ","4206","3     ","2634","5     ","2634","3     ","5763","3     ","5763","2     ","4526","5     ","4526","3     ","8664","6     ","8664","3     ","6466","5     ","6466","2     ","6215","3     ","6215","1     ","4355","4     ","4355","2     ","4312","5     ","4312","2     ","8316","4     ","8316","3     ","3722","7     ","3722","2     ","4195","6     ","4195","3     ","7436","6     ","7436","1     ","5460","3     ","5460","4     ","5320","7     ","5320","3     ","3304","6     ","3304","2     ","9322","5     ","9322","2     ","5234","6     ","5234","3     ","4843","6     ","4843","3     ","3585","3     ","3585","2     ","4548","4     ","4548","2     ","5458","5     ","5458","0     ","7258","0     ","7258","2     ","5488","5     ","5488","3     ","3589","5     ","3589","2     ","5859","4     ","5859","2     ","7049","3     ","7049","4     ","3669","7     ","3669","1     ","4279","4     ","4279","0     ","4689","3     ","4689","3     ","3394","6     ","3394","3     ","6035","4     ","6035","1     ","8631","5     ","8631","2     ","3283","3     ","3283","2     ","5617","2     ","5617","3     ","4867","3     ","4867","4     ","3771","7     ","3771","3     ","6538","7     ","6538","3     ","4804","5     ","4804","4     ","3106","7     ","3106","1     ","4833","3     ","4833","3     ","3237","6     ","3237","3     ","3162","5     ","3162",""
"120718","13:38:53","232","232","4.0.10.0","3     ","42054","2     ","42054","4     ","5357","3     ","5357","-2     ","6702","1     ","6702","-2     ","6110","1     ","6110","2     ","4330","2     ","4330","4     ","4835","2     ","4835","4     ","4797","1     ","4797","3     ","4594","2     ","4594","1     ","6124","1     ","6124","3     ","3772","1     ","3772","2     ","6091","1     ","6091","4     ","4741","2     ","4741","2     ","4080","1     ","4080","-2     ","4214","1     ","4214","3     ","3923","1     ","3923","4     ","6395","5     ","6395","3     ","4982","1     ","4982","2     ","6505","1     ","6505","4     ","3832","4     ","3832","3     ","4769","1     ","4769","2     ","3798","1     ","3798","4     ","3864","2     ","3864","4     ","6207","1     ","6207","-1     ","3775","1     ","3775","1     ","3623","2     ","3623","2     ","3564","1     ","3564","1     ","6208","1     ","6208","3     ","8404","2     ","8404","-1     ","3849","1     ","3849","4     ","4190","1     ","4190","1     ","4335","1     ","4335","4     ","4041","2     ","4041","1     ","5344","1     ","5344","2     ","8759","1     ","8759","4     ","3852","1     ","3852","4     ","3014","8     ","3014","-1     ","26706","1     ","26706","4     ","6023","6     ","6023","-1     ","5144","1     ","5144","-2     ","4758","1     ","4758","3     ","5662","1     ","5662","4     ","6549","7     ","6549","-1     ","4208","1     ","4208","4     ","4737","2     ","4737","4     ","6888","1     ","6888","2     ","3335","1     ","3335","1     ","4655","1     ","4655","4     ","4158","2     ","4158","3     ","5252","1     ","5252","3     ","4156","1     ","4156","4     ","4667","4     ","4667","4     ","5123","1     ","5123","2     ","5020","1     ","5020","1     ","4870","1     ","4870","-3     ","5326","1     ","5326","4     ","5131","5     ","5131","3     ","3862","3     ","3862","-3     ","3936","1     ","3936","-1     ","4147","1     ","4147","-1     ","6334","4     ","6334",""
"120718","14:37:00","220","220","4.0.10.0","0     ","9821","0     ","9821","4     ","6867","6     ","6867","3     ","6286","1     ","6286","4     ","7661","1     ","7661","2     ","6626","1     ","6626","2     ","4974","3     ","4974","4     ","7447","1     ","7447","-2     ","5437","4     ","5437","4     ","19159","8     ","19159","4     ","6018","2     ","6018","1     ","7530","0     ","7530","3     ","6024","4     ","6024","4     ","6068","0     ","6068","-4     ","21133","8     ","21133","2     ","5525","3     ","5525","2     ","5466","2     ","5466","4     ","11059","4     ","11059","-1     ","5084","1     ","5084","2     ","8948","6     ","8948","-2     ","7501","6     ","7501","2     ","13758","1     ","13758","-3     ","6153","0     ","6153","1     ","7546","8     ","7546","-2     ","20372","5     ","20372","1     ","5844","2     ","5844","-3     ","9649","1     ","9649","0     ","5534","2     ","5534","3     ","6619","6     ","6619","-2     ","8659","3     ","8659","4     ","4424","5     ","4424","-4     ","8257","1     ","8257","4     ","4652","8     ","4652","4     ","5249","4     ","5249","2     ","5577","6     ","5577","3     ","25077","3     ","25077","3     ","21308","5     ","21308","1     ","9852","0     ","9852","-1     ","5217","2     ","5217","-3     ","7918","2     ","7918","-2     ","6053","0     ","6053","2     ","4455","2     ","4455","-3     ","12695","3     ","12695","-2     ","8513","8     ","8513","1     ","6697","1     ","6697","4     ","6256","7     ","6256","2     ","6347","6     ","6347","-1     ","4536","3     ","4536","3     ","6285","8     ","6285","2     ","4411","4     ","4411","0     ","5975","1     ","5975","3     ","5084","2     ","5084","2     ","5510","7     ","5510","2     ","7966","3     ","7966","4     ","5081","8     ","5081","-4     ","6696","0     ","6696","3     ","5127","7     ","5127","4     ","4557","0     ","4557","-4     ","7422","1     ","7422","-3     ","13061","0     ","13061","1     ","4880","1     ","4880",""
"120718","08:42:29","242","242","4.0.10.0","4     ","4082","1     ","4082","2     ","5959","4     ","5959","-1     ","3816","0     ","3816","2     ","2958","0     ","2958","3     ","2684","7     ","2684","2     ","4345","5     ","4345","4     ","4589","8     ","4589","4     ","2908","8     ","2908","2     ","4080","3     ","4080","-1     ","3327","4     ","3327","2     ","8010","7     ","8010","-2     ","3033","0     ","3033","4     ","2752","0     ","2752","3     ","3777","5     ","3777","4     ","4551","0     ","4551","2     ","2534","1     ","2534","0     ","2488","1     ","2488","2     ","3778","3     ","3778","-1     ","3688","0     ","3688","3     ","3593","3     ","3593","2     ","4666","0     ","4666","3     ","3948","8     ","3948","3     ","23552","6     ","23552","3     ","4832","0     ","4832","3     ","3247","5     ","3247","1     ","3808","2     ","3808","0     ","5841","1     ","5841","0     ","4118","0     ","4118","0     ","19173","0     ","19173","3     ","5343","5     ","5343","2     ","2995","6     ","2995","4     ","4841","7     ","4841","4     ","2581","2     ","2581","2     ","4888","0     ","4888","3     ","3904","0     ","3904","2     ","3138","0     ","3138","1     ","3921","0     ","3921","2     ","3047","3     ","3047","4     ","4003","7     ","4003","1     ","3587","5     ","3587","2     ","4792","0     ","4792","4     ","2453","8     ","2453","1     ","2486","2     ","2486","2     ","3851","4     ","3851","1     ","2830","0     ","2830","-2     ","4575","0     ","4575","2     ","6681","0     ","6681","2     ","2673","4     ","2673","3     ","4764","6     ","4764","-3     ","4619","0     ","4619","1     ","2762","0     ","2762","1     ","3795","3     ","3795","2     ","3403","0     ","3403","3     ","2780","7     ","2780","-2     ","4226","1     ","4226","2     ","2814","3     ","2814","2     ","3875","3     ","3875","-1     ","5695","2     ","5695","-2     ","3367","1     ","3367","1     ","3652","2     ","3652",""
"120718","13:40:30","223","223","4.0.10.0","2     ","5242","0     ","5242","1     ","3524","0     ","3524","-1     ","10218","0     ","10218","-1     ","7038","0     ","7038","2     ","7050","0     ","7050","1     ","3767","0     ","3767","1     ","4755","0     ","4755","-1     ","4650","0     ","4650","-1     ","9016","0     ","9016","3     ","5019","0     ","5019","-3     ","7275","0     ","7275","3     ","5809","0     ","5809","3     ","6429","0     ","6429","-4     ","4722","0     ","4722","3     ","5269","0     ","5269","1     ","4634","0     ","4634","1     ","5439","0     ","5439","-1     ","7882","0     ","7882","1     ","4002","0     ","4002","1     ","8151","0     ","8151","-3     ","6179","0     ","6179","2     ","14757","0     ","14757","2     ","6045","0     ","6045","-2     ","8772","0     ","8772","-1     ","5274","0     ","5274","2     ","4027","0     ","4027","2     ","5676","0     ","5676","1     ","5060","0     ","5060","1     ","5417","0     ","5417","4     ","3426","0     ","3426","1     ","6205","0     ","6205","4     ","4325","0     ","4325","1     ","4330","0     ","4330","0     ","4294","0     ","4294","4     ","4255","0     ","4255","1     ","5952","0     ","5952","2     ","4850","0     ","4850","3     ","4416","0     ","4416","-4     ","4118","0     ","4118","0     ","5022","0     ","5022","4     ","3763","0     ","3763","1     ","4652","0     ","4652","-1     ","4852","0     ","4852","-1     ","5479","0     ","5479","1     ","5853","0     ","5853","-1     ","7544","0     ","7544","3     ","5899","0     ","5899","2     ","5096","0     ","5096","1     ","11819","0     ","11819","-2     ","4678","0     ","4678","0     ","4055","0     ","4055","4     ","4293","0     ","4293","2     ","4675","0     ","4675","0     ","6161","0     ","6161","-3     ","5420","0     ","5420","2     ","6092","0     ","6092","1     ","3853","0     ","3853","-2     ","3947","0     ","3947","-2     ","4887","0     ","4887","2     ","5064","0     ","5064",""
"120718","13:41:37","241","241","4.0.10.0","3     ","5502","0     ","5502","-1     ","5211","0     ","5211","-4     ","6251","0     ","6251","-2     ","4691","0     ","4691","-1     ","4674","0     ","4674","1     ","7184","0     ","7184","2     ","5270","0     ","5270","0     ","6002","0     ","6002","-4     ","6230","0     ","6230","-3     ","5148","0     ","5148","2     ","5790","0     ","5790","1     ","9555","0     ","9555","1     ","4597","0     ","4597","1     ","8743","0     ","8743","4     ","5720","0     ","5720","2     ","4451","0     ","4451","4     ","6578","0     ","6578","-1     ","4680","0     ","4680","1     ","7615","0     ","7615","2     ","4555","0     ","4555","-4     ","4174","0     ","4174","0     ","4720","0     ","4720","0     ","5220","0     ","5220","-3     ","7268","0     ","7268","-2     ","6610","0     ","6610","3     ","13488","0     ","13488","0     ","6498","0     ","6498","0     ","7718","0     ","7718","1     ","5184","0     ","5184","3     ","4889","0     ","4889","-4     ","5359","0     ","5359","3     ","5936","0     ","5936","2     ","6682","0     ","6682","0     ","5903","0     ","5903","4     ","6514","0     ","6514","3     ","5400","0     ","5400","-1     ","7140","0     ","7140","2     ","4922","0     ","4922","1     ","6484","0     ","6484","-2     ","9748","0     ","9748","3     ","5833","0     ","5833","4     ","5622","0     ","5622","-2     ","6295","0     ","6295","1     ","5442","0     ","5442","3     ","4709","0     ","4709","0     ","5898","0     ","5898","1     ","7522","0     ","7522","1     ","6355","0     ","6355","3     ","4907","0     ","4907","-2     ","6065","0     ","6065","0     ","11499","0     ","11499","3     ","6986","0     ","6986","-3     ","5584","0     ","5584","-2     ","5192","0     ","5192","-3     ","5654","0     ","5654","-2     ","9399","0     ","9399","3     ","6684","0     ","6684","0     ","6319","0     ","6319","-4     ","5581","0     ","5581","0     ","7425","0     ","7425",""
"120718","13:42:59","243","243","4.0.10.0","-1     ","5904","1     ","5904","1     ","5170","2     ","5170","0     ","10310","3     ","10310","0     ","6509","1     ","6509","0     ","6993","2     ","6993","2     ","7062","3     ","7062","1     ","7277","2     ","7277","0     ","5226","2     ","5226","0     ","6715","8     ","6715","-1     ","6376","1     ","6376","0     ","6361","1     ","6361","0     ","4379","1     ","4379","1     ","9190","2     ","9190","-1     ","8254","1     ","8254","-1     ","6389","2     ","6389","1     ","4758","3     ","4758","1     ","6590","1     ","6590","1     ","4954","2     ","4954","-1     ","5997","4     ","5997","1     ","8020","6     ","8020","1     ","5158","1     ","5158","2     ","5541","2     ","5541","0     ","9301","1     ","9301","-1     ","5873","2     ","5873","0     ","5338","2     ","5338","0     ","5294","1     ","5294","0     ","4225","1     ","4225","0     ","10001","6     ","10001","1     ","8612","1     ","8612","1     ","3642","3     ","3642","-2     ","7371","1     ","7371","2     ","4449","8     ","4449","0     ","10255","1     ","10255","0     ","11929","1     ","11929","1     ","3843","1     ","3843","0     ","4991","6     ","4991","0     ","4672","1     ","4672","1     ","4502","2     ","4502","3     ","5173","1     ","5173","1     ","6344","1     ","6344","2     ","6817","1     ","6817","3     ","6370","2     ","6370","-1     ","6916","1     ","6916","-1     ","4643","1     ","4643","1     ","4107","6     ","4107","0     ","10222","2     ","10222","-3     ","9056","1     ","9056","0     ","3420","7     ","3420","2     ","8399","3     ","8399","0     ","5643","1     ","5643","0     ","5375","3     ","5375","1     ","8888","1     ","8888","0     ","5353","2     ","5353","0     ","5100","7     ","5100","0     ","7470","3     ","7470","1     ","4971","2     ","4971","2     ","9323","4     ","9323","1     ","5788","2     ","5788","0     ","6531","1     ","6531","2     ","4523","1     ","4523",""
